                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     22,                0.77586,                 1.2597,                  1.535,                  1.182,                0.98311,                      1,                  0.995,                0.73092,                0.98311,                      1,                  0.995,                0.76984,                0.75226,                      0,                 2.2606,                0.82305,              0.0011684,              0.0011684,              0.0011684
                     23,                0.80131,                 1.3069,                  1.522,                 1.1898,                0.92315,                      1,                0.98057,                  0.756,                0.92315,                      1,                0.98057,                0.82855,                0.70415,                      0,                 2.3304,                0.78322,              0.0011288,              0.0011288,              0.0011288
                     24,                 0.8004,                 1.1262,                 1.5498,                    1.2,                0.39801,                      1,                 0.4777,                0.29764,                0.39801,                      1,                 0.4777,                  0.362,                 0.6839,                      0,                  3.654,                0.80802,              0.0010892,              0.0010892,              0.0010892
                     25,                0.77888,                 1.0852,                 1.5807,                 1.1998,                0.95766,                      1,                  0.995,                0.77393,                0.95766,                      1,                  0.995,                0.83534,                0.62905,                      0,                 2.8515,                0.77546,              0.0010496,              0.0010496,              0.0010496
                     26,                0.80167,                  1.081,                 1.5593,                 1.1913,                0.94014,                      1,                0.99402,                 0.7416,                0.94014,                      1,                0.99402,                0.83586,                0.75826,                      0,                 2.8077,                0.80707,                0.00101,                0.00101,                0.00101
                     27,                0.80745,                   1.06,                 1.5525,                 1.1945,                0.99155,                0.97436,                0.99273,                0.76275,                0.99155,                0.97436,                0.99273,                0.85418,                0.75079,                      0,                 2.4916,                 0.8164,              0.0009704,              0.0009704,              0.0009704
                     28,                0.77556,                 1.0529,                 1.5138,                 1.1923,                0.93811,                      1,                0.98864,                0.81278,                0.93811,                      1,                0.98864,                0.86752,                0.68235,                      0,                 2.3643,                0.77634,              0.0009308,              0.0009308,              0.0009308
                     29,                0.76502,                 1.0917,                   1.54,                 1.1768,                0.92773,                0.98769,                0.98217,                 0.7826,                0.92773,                0.98769,                0.98217,                0.83562,                0.68477,                      0,                  2.357,                0.78076,              0.0008912,              0.0008912,              0.0008912
                     30,                0.74341,                 1.1304,                 1.5071,                 1.1782,                      1,                0.99928,                  0.995,                0.79138,                      1,                0.99928,                  0.995,                0.83259,                0.73652,                      0,                 2.1849,                0.81442,              0.0008516,              0.0008516,              0.0008516
                     31,                0.79078,                 1.0938,                 1.5826,                 1.1966,                0.80204,                      1,                0.98078,                0.71491,                0.80204,                      1,                0.98078,                0.83617,                0.75855,                      0,                  2.772,                0.80545,               0.000812,               0.000812,               0.000812
                     32,                0.73564,                 1.0024,                   1.49,                 1.1693,                0.99004,                      1,                  0.995,                0.81913,                0.99004,                      1,                  0.995,                0.85967,                0.68418,                      0,                 2.1066,                0.75055,              0.0007724,              0.0007724,              0.0007724
                     33,                0.74028,                  1.008,                 1.4897,                 1.1659,                0.97835,                      1,                  0.995,                 0.8234,                0.97835,                      1,                  0.995,                0.83705,                0.62018,                      0,                 2.2218,                0.73387,              0.0007328,              0.0007328,              0.0007328
                     34,                0.75483,                 1.0418,                 1.4873,                 1.1878,                0.96132,                      1,                  0.995,                0.68438,                0.96132,                      1,                  0.995,                0.81331,                0.79327,                      0,                 2.7039,                0.85221,              0.0006932,              0.0006932,              0.0006932
                     35,                0.75542,                 1.0167,                 1.5366,                  1.174,                0.95001,                0.97458,                0.99326,                0.82148,                0.95001,                0.97458,                0.99326,                0.87294,                0.70659,                      0,                 2.5035,                0.82646,              0.0006536,              0.0006536,              0.0006536
                     36,                0.76425,                 1.1204,                 1.4833,                 1.1665,                      1,                0.99642,                  0.995,                0.76246,                      1,                0.99642,                  0.995,                 0.8742,                0.67767,                      0,                 2.4307,                0.77443,               0.000614,               0.000614,               0.000614
                     37,                0.74844,                 1.1446,                 1.4848,                 1.1729,                0.98731,                      1,                  0.995,                0.79608,                0.98731,                      1,                  0.995,                0.87589,                0.66371,                      0,                 2.1415,                0.76803,              0.0005744,              0.0005744,              0.0005744
                     38,                0.74807,                 1.0954,                 1.4532,                 1.1711,                0.99274,                      1,                  0.995,                0.83141,                0.99274,                      1,                  0.995,                0.89753,                0.63629,                      0,                 1.9413,                 0.7407,              0.0005348,              0.0005348,              0.0005348
                     39,                0.75013,                 1.1034,                 1.4557,                 1.1715,                 0.9923,                      1,                  0.995,                0.80687,                 0.9923,                      1,                  0.995,                0.85601,                0.64429,                      0,                 2.0409,                0.73298,              0.0004952,              0.0004952,              0.0004952
                     40,                0.73478,                 1.0031,                 1.4412,                 1.1507,                0.99391,                      1,                  0.995,                0.81885,                0.99391,                      1,                  0.995,                0.89354,                0.63933,                      0,                 1.9825,                0.73347,              0.0004556,              0.0004556,              0.0004556
                     41,                0.69852,                 0.9552,                 1.4363,                 1.1464,                0.98891,                      1,                  0.995,                0.85303,                0.98891,                      1,                  0.995,                0.88726,                0.59739,                      0,                 2.1557,                0.71622,               0.000416,               0.000416,               0.000416
                     42,                0.70005,                 1.0026,                 1.4305,                 1.1461,                0.99367,                      1,                  0.995,                0.84145,                0.99367,                      1,                  0.995,                0.88225,                0.59109,                      0,                 2.1412,                0.71494,              0.0003764,              0.0003764,              0.0003764
                     43,                0.71694,                0.93911,                 1.4229,                 1.1476,                0.99261,                      1,                  0.995,                0.83815,                0.99261,                      1,                  0.995,                0.89139,                0.60886,                      0,                 2.1278,                0.71835,              0.0003368,              0.0003368,              0.0003368
                     44,                0.69977,                0.97221,                 1.4426,                 1.1464,                 0.9826,                      1,                  0.995,                  0.805,                 0.9826,                      1,                  0.995,                0.87855,                0.58574,                      0,                 2.2416,                0.69819,              0.0002972,              0.0002972,              0.0002972
                     45,                0.70398,                0.95434,                 1.4224,                 1.1322,                0.95092,                      1,                 0.9945,                  0.826,                0.95092,                      1,                 0.9945,                0.89186,                0.53155,                      0,                 2.2338,                0.68616,              0.0002576,              0.0002576,              0.0002576
                     46,                0.68743,                0.94159,                 1.4126,                 1.1285,                0.98977,                      1,                  0.995,                0.82188,                0.98977,                      1,                  0.995,                0.88481,                0.54302,                      0,                 2.0779,                0.69594,               0.000218,               0.000218,               0.000218
                     47,                0.69854,                 1.0073,                 1.4103,                 1.1347,                0.99223,                      1,                  0.995,                0.82999,                0.99223,                      1,                  0.995,                0.88908,                0.53096,                      0,                 2.1284,                0.68566,              0.0001784,              0.0001784,              0.0001784
                     48,                 0.6762,                 0.9164,                 1.4462,                 1.1259,                0.99224,                      1,                  0.995,                0.84308,                0.99224,                      1,                  0.995,                0.89943,                0.52177,                      0,                 2.2103,                 0.6684,              0.0001388,              0.0001388,              0.0001388
                     49,                0.67963,                0.88064,                 1.3823,                 1.1237,                 0.9929,                      1,                  0.995,                0.87397,                 0.9929,                      1,                  0.995,                0.90494,                0.51022,                      0,                 2.1998,                0.66583,               9.92e-05,               9.92e-05,               9.92e-05
