                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     14,                0.81546,                 1.1982,                 1.5562,                 1.2174,                0.63245,                      1,                 0.8438,                0.59056,                0.63245,                      1,                 0.8438,                0.55353,                 0.8023,                      0,                  3.311,                0.93497,               0.001571,               0.001571,               0.001571
                     15,                0.82624,                 1.1851,                 1.5706,                 1.2083,                0.53721,                0.74074,                0.66152,                0.42175,                0.53721,                0.74074,                0.66152,                 0.5117,                0.97366,                      0,                 3.5949,                0.99761,               0.001538,               0.001538,               0.001538
                     16,                0.82712,                 1.2186,                 1.5508,                 1.2163,                0.38997,                0.77778,                 0.4745,                0.18062,                0.31398,                0.62963,                0.34761,                0.11366,                 1.2646,                      0,                 4.5313,                 1.4525,               0.001505,               0.001505,               0.001505
                     17,                0.84122,                 1.2437,                 1.5742,                 1.2309,                0.89682,                      1,                0.98714,                0.66363,                0.89682,                      1,                0.98714,                0.81942,                0.66853,                      0,                 3.1383,                0.81056,               0.001472,               0.001472,               0.001472
                     18,                0.82627,                 1.2585,                 1.5699,                 1.2139,                0.83601,                0.92593,                0.95388,                0.46809,                0.83601,                0.92593,                0.95388,                0.47919,                0.72046,                      0,                 3.5335,                0.87072,               0.001439,               0.001439,               0.001439
                     19,                0.81287,                 1.2693,                  1.584,                 1.2157,                0.74371,                   0.86,                0.92582,                 0.6199,                0.74371,                   0.86,                0.92582,                0.63703,                0.90952,                      0,                 2.8761,                 0.9677,               0.001406,               0.001406,               0.001406
                     20,                0.80765,                 1.2176,                 1.5773,                 1.2094,                 0.9631,                0.96674,                0.99393,                0.76358,                 0.9631,                0.96674,                0.99393,                0.64137,                0.84165,                      0,                 2.2213,                0.95107,               0.001373,               0.001373,               0.001373
                     21,                 0.8074,                 1.1729,                  1.594,                 1.2043,                0.98283,                      1,                  0.995,                0.66639,                0.98283,                      1,                  0.995,                0.82262,                 0.7784,                      0,                 2.8108,                0.84929,                0.00134,                0.00134,                0.00134
                     22,                0.80347,                 1.1995,                 1.6073,                  1.219,                0.61355,                      1,                0.84752,                0.49564,                0.55766,                      1,                0.78621,                0.53102,                0.73643,                      0,                 3.2041,                0.90565,               0.001307,               0.001307,               0.001307
                     23,                 0.8019,                 1.1683,                  1.599,                 1.2117,                0.52323,                      1,                0.75661,                0.55052,                0.52323,                      1,                0.75661,                0.62308,                0.68908,                      0,                 3.0721,                0.83551,               0.001274,               0.001274,               0.001274
                     24,                0.80395,                 1.1234,                  1.579,                 1.2006,                0.87486,                      1,                0.95904,                0.72547,                0.87486,                      1,                0.95904,                0.78706,                0.70857,                      0,                 3.2835,                0.81399,               0.001241,               0.001241,               0.001241
                     25,                0.77977,                 1.1326,                 1.5601,                 1.1795,                0.96234,                 0.9467,                 0.9925,                0.76412,                0.96234,                 0.9467,                 0.9925,                0.85585,                0.66623,                      0,                  2.697,                0.79727,               0.001208,               0.001208,               0.001208
                     26,                0.79155,                 1.1986,                 1.5096,                 1.1964,                0.96428,                0.99985,                0.99393,                0.73296,                0.96428,                0.99985,                0.99393,                 0.8162,                0.81143,                      0,                 2.2867,                0.92975,               0.001175,               0.001175,               0.001175
                     27,                0.75676,                 1.1365,                 1.5127,                 1.1654,                 0.9498,                      1,                  0.995,                0.82101,                 0.9498,                      1,                  0.995,                0.86087,                0.54861,                      0,                 2.6161,                0.70903,               0.001142,               0.001142,               0.001142
                     28,                0.70784,                 1.0696,                 1.4961,                 1.1328,                 0.7917,                0.96296,                 0.9672,                0.80918,                 0.7917,                0.96296,                 0.9672,                0.83714,                0.54659,                      0,                  2.763,                0.72871,               0.001109,               0.001109,               0.001109
                     29,                0.75038,                 1.1369,                 1.5753,                  1.181,                0.80786,                0.96296,                0.96647,                0.62624,                0.80786,                0.96296,                0.96647,                0.81457,                0.69755,                      0,                 3.2321,                0.78247,               0.001076,               0.001076,               0.001076
                     30,                 0.7736,                 1.1084,                 1.5445,                 1.1933,                0.95792,                      1,                  0.995,                0.75149,                0.95792,                      1,                  0.995,                0.82172,                0.63473,                      0,                 2.8441,                0.74821,               0.001043,               0.001043,               0.001043
                     31,                0.73538,                 1.0226,                 1.5286,                 1.1656,                0.98636,                      1,                  0.995,                 0.7425,                0.98636,                      1,                  0.995,                0.84184,                0.74827,                      0,                 2.4541,                0.82915,                0.00101,                0.00101,                0.00101
                     32,                0.76732,                 1.0358,                 1.5142,                 1.1703,                0.98359,                      1,                  0.995,                0.74282,                0.98359,                      1,                  0.995,                0.82651,                0.71996,                      0,                 2.6995,                0.80186,               0.000977,               0.000977,               0.000977
                     33,                 0.7714,                 1.0118,                 1.4815,                 1.1666,                0.97422,                      1,                  0.995,                0.77667,                0.97422,                      1,                  0.995,                0.84254,                0.61158,                      0,                 2.8207,                 0.7651,               0.000944,               0.000944,               0.000944
                     34,                0.73596,                 1.0245,                 1.4783,                 1.1615,                0.95919,                      1,                 0.9925,                0.80036,                0.95919,                      1,                 0.9925,                0.84132,                0.76249,                      0,                 2.1167,                0.85922,               0.000911,               0.000911,               0.000911
                     35,                0.76608,                   1.08,                 1.4892,                 1.1764,                      1,                0.99946,                  0.995,                0.76241,                      1,                0.99946,                  0.995,                0.87393,                0.85041,                      0,                 2.0064,                0.90874,               0.000878,               0.000878,               0.000878
                     36,                0.74401,                 1.0643,                 1.4672,                 1.1528,                0.97929,                      1,                  0.995,                 0.8314,                0.97929,                      1,                  0.995,                 0.8817,                0.69858,                      0,                 1.9659,                0.82583,               0.000845,               0.000845,               0.000845
                     37,                0.71847,                 1.0358,                 1.5005,                 1.1527,                 0.9373,                      1,                  0.995,                0.81164,                 0.9373,                      1,                  0.995,                0.84656,                0.65386,                      0,                 1.8864,                 0.7916,               0.000812,               0.000812,               0.000812
                     38,                0.73917,                 1.0531,                 1.5194,                 1.1728,                0.89568,                      1,                0.99393,                0.69757,                0.89568,                      1,                0.99393,                0.72141,                0.78386,                      0,                 2.2805,                0.81864,               0.000779,               0.000779,               0.000779
                     39,                0.72119,                 1.0638,                 1.4781,                 1.1267,                0.98494,                      1,                  0.995,                 0.8455,                0.98494,                      1,                  0.995,                0.85891,                0.60559,                      0,                  2.306,                0.74247,               0.000746,               0.000746,               0.000746
                     40,                0.71143,                 1.0466,                 1.4937,                 1.1397,                0.99109,                      1,                  0.995,                 0.8067,                0.99109,                      1,                  0.995,                0.82145,                0.63498,                      0,                 2.2615,                 0.7576,               0.000713,               0.000713,               0.000713
                     41,                0.70675,                 1.0016,                 1.4635,                 1.1492,                0.97152,                      1,                  0.995,                0.75125,                0.97152,                      1,                  0.995,                0.77895,                0.60798,                      0,                 2.5304,                0.73711,                0.00068,                0.00068,                0.00068
                     42,                0.72593,                0.98347,                  1.496,                 1.1565,                0.98947,                      1,                  0.995,                0.79384,                0.98947,                      1,                  0.995,                0.84836,                0.69743,                      0,                  2.384,                0.81749,               0.000647,               0.000647,               0.000647
                     43,                0.71265,                 1.2538,                 1.5018,                 1.1386,                0.98637,                      1,                  0.995,                 0.7635,                0.98637,                      1,                  0.995,                0.83582,                0.69113,                      0,                 2.4823,                0.81784,               0.000614,               0.000614,               0.000614
                     44,                0.69907,                  1.006,                 1.4938,                 1.1328,                0.97547,                      1,                  0.995,                0.83573,                0.97547,                      1,                  0.995,                0.88372,                0.63172,                      0,                 2.4411,                0.74804,               0.000581,               0.000581,               0.000581
                     45,                0.70878,                0.99826,                 1.4599,                   1.14,                 0.9897,                      1,                  0.995,                0.82604,                 0.9897,                      1,                  0.995,                0.85913,                0.61729,                      0,                 2.1926,                0.73644,               0.000548,               0.000548,               0.000548
                     46,                0.71201,                0.97427,                  1.458,                  1.132,                0.98816,                      1,                  0.995,                0.81441,                0.98816,                      1,                  0.995,                 0.8876,                0.62382,                      0,                 2.3039,                0.74467,               0.000515,               0.000515,               0.000515
                     47,                0.68017,                0.94165,                  1.431,                  1.115,                0.98625,                      1,                  0.995,                0.82509,                0.98625,                      1,                  0.995,                0.86677,                0.58895,                      0,                 2.1629,                0.72607,               0.000482,               0.000482,               0.000482
                     48,                0.66904,                0.88753,                 1.4135,                 1.1139,                0.98687,                      1,                  0.995,                0.80817,                0.98687,                      1,                  0.995,                0.87223,                0.61199,                      0,                 2.1299,                0.74541,               0.000449,               0.000449,               0.000449
                     49,                0.68804,                0.93576,                 1.4183,                 1.1389,                 0.9851,                      1,                  0.995,                0.79745,                 0.9851,                      1,                  0.995,                0.88062,                0.67976,                      0,                 2.1642,                0.77591,               0.000416,               0.000416,               0.000416
                     50,                0.66132,                0.89918,                 1.4229,                 1.1121,                 0.9924,                      1,                  0.995,                0.82519,                 0.9924,                      1,                  0.995,                0.87656,                0.59354,                      0,                 2.0366,                0.73707,               0.000383,               0.000383,               0.000383
                     51,                0.67124,                0.90991,                 1.4342,                 1.1218,                0.84759,                0.96296,                 0.9792,                0.80687,                0.84759,                0.96296,                 0.9792,                0.86453,                0.57798,                      0,                 2.1503,                0.71948,                0.00035,                0.00035,                0.00035
                     52,                0.69009,                0.93914,                 1.4229,                 1.1278,                0.94262,                      1,                0.98179,                0.79537,                0.94262,                      1,                0.98179,                0.84027,                0.65364,                      0,                 2.1981,                0.76827,               0.000317,               0.000317,               0.000317
                     53,                0.66815,                0.92933,                 1.3949,                 1.1125,                0.81683,                      1,                0.96195,                0.79755,                0.81683,                      1,                0.96195,                0.82778,                0.60226,                      0,                 2.1061,                0.73797,               0.000284,               0.000284,               0.000284
                     54,                  0.695,                0.98765,                 1.4348,                 1.1183,                0.93796,                      1,                  0.995,                0.82335,                0.93796,                      1,                  0.995,                0.86268,                0.59276,                      0,                 2.1699,                0.74308,               0.000251,               0.000251,               0.000251
                     55,                0.66749,                0.92801,                  1.394,                  1.105,                0.99448,                      1,                  0.995,                0.83804,                0.99448,                      1,                  0.995,                0.88206,                0.58963,                      0,                 2.1308,                0.74361,               0.000218,               0.000218,               0.000218
                     56,                0.65854,                0.90083,                 1.4171,                 1.1052,                0.99436,                      1,                  0.995,                0.82343,                0.99436,                      1,                  0.995,                0.88077,                0.58098,                      0,                 2.1067,                0.73848,               0.000185,               0.000185,               0.000185
                     57,                0.66572,                  0.894,                  1.409,                 1.1033,                0.99417,                      1,                  0.995,                 0.8291,                0.99417,                      1,                  0.995,                0.88617,                0.53531,                      0,                 2.1489,                0.70512,               0.000152,               0.000152,               0.000152
                     58,                0.66842,                 1.5659,                 1.4552,                 1.1165,                0.98912,                      1,                  0.995,                0.82806,                0.98912,                      1,                  0.995,                0.88112,                  0.529,                      0,                 2.1689,                0.69919,               0.000119,               0.000119,               0.000119
                     59,                0.62939,                0.87163,                 1.3767,                 1.0856,                0.98792,                      1,                  0.995,                0.83043,                0.98792,                      1,                  0.995,                0.88962,                 0.5243,                      0,                 2.1065,                 0.6972,                8.6e-05,                8.6e-05,                8.6e-05
